measure_id,ballot_id,state,election_date,election_type,topic,measure_name,description_short,progressive_side,yes_pct,outcome,severity_note,same_ballot_catalog_ids,same_ballot_companions,source_url
ca_20241105_proposition_35,CA_2024-11-05,CA,2024-11-05,general,healthcare,Proposition 35,Makes the existing tax on managed care organizations permanent and dedicates its revenue to Medi-Cal services.,yes,67.8,pass,Medicaid (Medi-Cal) funding tax,ca_20241105_proposition_3; ca_20241105_california_proposition_32_18_minimum_wag,Proposition 2 — school facility bonds; Proposition 3 — constitutional right to marry; Proposition 4 — climate and water bond; Proposition 5 — lower local bond vote threshold; Proposition 6 — end involuntary servitude as punishment; Proposition 32 — minimum wage increase; Proposition 33 — expand local rent control; Proposition 34 — restrict provider drug-revenue spending; Proposition 36 — increased drug/theft penalties,"https://ballotpedia.org/California_Proposition_35,_Managed_Care_Organization_Tax_Authorization_Initiative_(2024)"
co_20241105_amendment_79,CO_2024-11-05,CO,2024-11-05,general,abortion,Amendment 79,A YES vote creates a state constitutional right to abortion and repeals the 1984 ban on public funding of abortion.,yes,62.0,pass,enshrines right + repeals funding ban; required 55% threshold (met),co_20241105_amendment_j,Amendment 80 (school choice right); Amendment G (veteran disability property tax exemption); Amendment H (judicial discipline board); Amendment I (deny bail in first-degree murder); Amendment J (repeal same-sex marriage ban language); Amendment K (initiative filing deadlines); Proposition 127 (ban mountain lion hunting); Proposition 128 (violent crime parole requirements); Proposition 129 (veterinary professional associates); Proposition 130 (law enforcement funding); Proposition 131 (top-four primaries with RCV); Proposition JJ (retain sports betting tax revenue); Proposition KK (firearms and ammunition excise tax),"https://ballotpedia.org/Colorado_Amendment_79,_Right_to_Abortion_and_Health_Insurance_Coverage_Initiative_(2024)"
co_20241105_amendment_j,CO_2024-11-05,CO,2024-11-05,general,marriage,Amendment J,A YES vote removes from the Colorado Constitution the provision stating that only a union of one man and one woman is valid or recognized as a marriage.,yes,64.3,pass,constitutional; repeal of the dormant 2006 Amendment 43 ban only (no affirmative right added); simple majority sufficed because it only repealed language,co_20241105_amendment_79,Amendment G — property tax exemption for disabled veterans; Amendment H — independent judicial discipline board; Amendment I — deny bail in first-degree murder cases; Amendment K — earlier initiative/judicial filing deadlines (defeated); Amendment 79 — constitutional right to abortion; Amendment 80 — constitutional right to school choice (defeated); Proposition 127 — prohibit mountain lion/bobcat/lynx hunting (defeated); Proposition 128 — parole eligibility for violent crimes; Proposition 129 — veterinary professional associate profession; Proposition 130 — law enforcement funding; Proposition 131 — top-four ranked-choice voting (defeated); Proposition JJ — retain sports betting tax revenue for water projects; Proposition KK — firearms and ammunition excise tax,"https://ballotpedia.org/Colorado_Amendment_J,_Remove_Constitutional_Same-Sex_Marriage_Ban_Amendment_(2024)"
fl_20241105_amendment_4,FL_2024-11-05,FL,2024-11-05,general,abortion,Amendment 4,A YES vote establishes a state constitutional right to abortion before fetal viability.,yes,57.2,fail,enshrines right to viability; failed despite majority because of 60% threshold,fl_20241105_amendment_3,Amendment 1 (partisan school board elections); Amendment 2 (right to hunt and fish); Amendment 3 (recreational marijuana legalization); Amendment 5 (homestead exemption inflation adjustment); Amendment 6 (repeal public campaign financing),"https://ballotpedia.org/Florida_Amendment_4,_Right_to_Abortion_Initiative_(2024)"
fl_20241105_amendment_3,FL_2024-11-05,FL,2024-11-05,general,cannabis,Amendment 3,A YES vote legalizes recreational or personal use of marijuana for adults 21 and older in Florida and allows existing medical marijuana centers to sell to adults.,yes,55.9,fail,full recreational; won a 55.9% majority but failed because Florida constitutional amendments require a 60% supermajority,fl_20241105_amendment_4,Amendment 1 — partisan school board elections; Amendment 2 — right to hunt and fish; Amendment 4 — abortion rights amendment; Amendment 5 — homestead exemption inflation adjustment; Amendment 6 — repeal public campaign financing,"https://ballotpedia.org/Florida_Amendment_3,_Marijuana_Legalization_Initiative_(2024)"
hi_20241105_remove_legislature_authority_to_limit_ma,HI_2024-11-05,HI,2024-11-05,general,marriage,Remove Legislature Authority to Limit Marriage to Opposite-Sex Couples Amendment,A YES vote removes the Hawaii Constitution's provision (added 1998) that the legislature shall have the power to reserve marriage to opposite-sex couples.,yes,55.9,pass,constitutional; cleanup repeal of the 1998 legislative-authority provision (Hawaii's 1998 measure had empowered the legislature rather than banning marriage directly); Hawaii con-ams must also win >50% of all ballots cast,,Judicial Appointments and Confirmations Amendment — district judge appointment process,https://ballotpedia.org/Hawaii_Remove_Legislature_Authority_to_Limit_Marriage_to_Opposite-Sex_Couples_Amendment_(2024)
ma_20241105_massachusetts_question_5_minimum_wage_fo,MA_2024-11-05,MA,2024-11-05,general,labor,"Massachusetts Question 5, Minimum Wage for Tipped Employees Initiative","Gradually raises the wage of tipped employees until it equals the full state minimum wage in 2029, while continuing to permit tipping on top.",yes,35.9,fail,Full phase-out of the tipped subminimum wage by 2029; defeated decisively 35.87% to 64.13%,ma_20241105_massachusetts_question_3_unionization_an,Question 1 - state auditor authority to audit legislature; Question 2 - eliminate MCAS graduation requirement; Question 3 - rideshare driver unionization and collective bargaining; Question 4 - legalize natural psychedelic substances,"https://ballotpedia.org/Massachusetts_Question_5,_Minimum_Wage_for_Tipped_Employees_Initiative_(2024)"
ma_20241105_massachusetts_question_3_unionization_an,MA_2024-11-05,MA,2024-11-05,general,labor,"Massachusetts Question 3, Unionization and Collective Bargaining for Transportation Network Drivers Initiative","Gives transportation network (rideshare) drivers the right to unionize and collectively bargain over wages, benefits, and working conditions in state-overseen negotiations.",yes,54.1,pass,State-moderated sectoral bargaining for gig drivers; agreements require approval by a majority of drivers with 100+ trips in the prior quarter,ma_20241105_massachusetts_question_5_minimum_wage_fo,Question 1 - state auditor authority to audit legislature; Question 2 - eliminate MCAS graduation requirement; Question 4 - legalize natural psychedelic substances; Question 5 - tipped employee minimum wage phase-in,"https://ballotpedia.org/Massachusetts_Question_3,_Unionization_and_Collective_Bargaining_for_Transportation_Network_Drivers_Initiative_(2024)"
md_20241105_question_1,MD_2024-11-05,MD,2024-11-05,general,abortion,Question 1,"A YES vote establishes a state constitutional right to reproductive freedom, including decisions to end a pregnancy.",yes,76.1,pass,enshrines right (highest 2024 margin),,,"https://ballotpedia.org/Maryland_Question_1,_Right_to_Reproductive_Freedom_Amendment_(2024)"
mo_20241105_amendment_3,MO_2024-11-05,MO,2024-11-05,general,abortion,Amendment 3,"A YES vote establishes a state constitutional right to reproductive freedom, including abortion until fetal viability, overriding the near-total ban.",yes,51.6,pass,enshrines right to viability; first vote to overturn an active near-total ban,mo_20241105_missouri_proposition_a_minimum_wage_and_,Amendment 2 (sports wagering legalization); Amendment 5 (Osage River gambling boat license); Amendment 6 (court costs for law enforcement funds); Amendment 7 (prohibit noncitizen voting and ranked-choice voting); Proposition A ($15 minimum wage and paid sick leave),"https://ballotpedia.org/Missouri_Amendment_3,_Right_to_Reproductive_Freedom_Initiative_(2024)"
mo_20241105_missouri_proposition_a_minimum_wage_and_,MO_2024-11-05,MO,2024-11-05,general,labor,"Missouri Proposition A, Minimum Wage and Earned Paid Sick Time Initiative","Raises the minimum wage to $13.75 in 2025 and $15 per hour by 2026 with CPI adjustments, and requires employers to provide one hour of earned paid sick leave per 30 hours worked.",yes,57.6,pass,"$15 by 2026 plus paid sick leave (1 hr per 30 hrs worked, capped at 56/40 hrs by employer size) in one measure",mo_20241105_amendment_3,Amendment 2 - legalize sports wagering; Amendment 3 - constitutional right to abortion; Amendment 5 - Osage River gambling boat license; Amendment 6 - court fees for law enforcement salaries; Amendment 7 - prohibit noncitizen voting and ranked-choice voting,"https://ballotpedia.org/Missouri_Proposition_A,_Minimum_Wage_and_Earned_Paid_Sick_Time_Initiative_(2024)"
mt_20241105_ci_128,MT_2024-11-05,MT,2024-11-05,general,abortion,CI-128,A YES vote establishes a state constitutional right to abortion before fetal viability.,yes,57.8,pass,enshrines right to viability (codifies existing Armstrong precedent),,CI-126 (top-four primaries); CI-127 (majority vote requirement for election),"https://ballotpedia.org/Montana_CI-128,_Right_to_Abortion_Initiative_(2024)"
nd_20241105_initiated_measure_5,ND_2024-11-05,ND,2024-11-05,general,cannabis,Initiated Measure 5,A YES vote legalizes recreational or personal use of marijuana for adults 21 and older in North Dakota.,yes,47.5,fail,full recreational; North Dakota's third recreational legalization defeat since 2018,,Constitutional Measure 1 — constitutional language update; Constitutional Measure 2 — initiative process restrictions; Constitutional Measure 3 — legacy fund transfers; Initiated Measure 4 — property tax prohibition,"https://ballotpedia.org/North_Dakota_Initiated_Measure_5,_Marijuana_Legalization_Initiative_(2024)"
ne_20241105_initiative_434,NE_2024-11-05,NE,2024-11-05,general,abortion,Initiative 434,"A YES vote amends the constitution to prohibit abortion after the first trimester except for medical emergencies, rape, or incest.",no,54.9,pass,constitutionalizes first-trimester (12-week) ban; only pro-life win of 2024,ne_20241105_initiative_439; ne_20241105_initiative_437; ne_20241105_initiative_438; ne_20241105_nebraska_initiative_436_paid_sick_leave_,Initiative 439 (right to abortion until viability - competing measure); Referendum 435 (uphold private school scholarship program); Initiative 436 (paid sick leave); Initiative 437 (medical cannabis legalization); Initiative 438 (medical cannabis regulation commission),"https://ballotpedia.org/Nebraska_Initiative_434,_Prohibit_Abortions_After_the_First_Trimester_Amendment_(2024)"
ne_20241105_initiative_439,NE_2024-11-05,NE,2024-11-05,general,abortion,Initiative 439,A YES vote establishes a state constitutional right to abortion until fetal viability.,yes,49.0,fail,enshrines right to viability; lost head-to-head against competing Initiative 434 on the same ballot,ne_20241105_initiative_434; ne_20241105_initiative_437; ne_20241105_initiative_438; ne_20241105_nebraska_initiative_436_paid_sick_leave_,Initiative 434 (prohibit abortion after first trimester - competing measure); Referendum 435 (uphold private school scholarship program); Initiative 436 (paid sick leave); Initiative 437 (medical cannabis legalization); Initiative 438 (medical cannabis regulation commission),"https://ballotpedia.org/Nebraska_Initiative_439,_Right_to_Abortion_Initiative_(2024)"
ne_20241105_initiative_437,NE_2024-11-05,NE,2024-11-05,general,cannabis,Initiative 437,A YES vote legalizes the medical use of marijuana in Nebraska for qualified patients with a health care practitioner's recommendation.,yes,71.0,pass,medical only (legalization half of a two-measure package with Initiative 438),ne_20241105_initiative_434; ne_20241105_initiative_439; ne_20241105_initiative_438; ne_20241105_nebraska_initiative_436_paid_sick_leave_,Initiative 438 — medical cannabis regulation commission; Initiative 434 — abortion restriction amendment; Referendum 435 — private school scholarships referendum; Initiative 436 — paid sick leave; Initiative 439 — abortion rights amendment,"https://ballotpedia.org/Nebraska_Initiative_437,_Medical_Marijuana_Legalization_Initiative_(2024)"
